	umap dim 1	umap dim 2	Membrane.Ecad..HCC.650.Joe..Mean..Normalized.Counts..Total.Weighting.	Nucleus.DAPI.Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD103..HCC.520.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.Glypican..HCC.540.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD8..HCC.570.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.PD1..HCC.620.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD3..HCC.690.Joe..Mean..Normalized.Counts..Total.Weighting.
18649	-5.8190565	-0.14355466	15.561	7.797	3.179	3.85	8.627	4.867	2.431
18650	-6.4789157	1.7488203	18.228	7.678	2.711	3.542	9.015	4.745	2.151
18651	10.265865	3.717676	4.732	17.744	3.469	6.157	51.263	11.283	4.647
18652	-0.19925776	0.52758855	10.315	19.203	1.413	3.728	6.206	5.475	2.038
18653	-3.8739333	-0.1751455	13.203	11.184	4.485	4.092	7.982	5.631	2.856
18654	-6.2828426	3.2534719	20.81	10.315	5.47	4.553	11.063	5.673	3.114
18655	2.7080243	1.4169314	10.379	12.895	1.28	3.504	9.573	5.821	1.615
18656	-1.517674	-2.520769	9.023	11.285	2.807	3.823	8.229	5.766	2.336
18657	3.7800436	-2.3888874	2.487	12.602	0.602	2.807	9.149	5.049	1.669
18658	-6.1874356	2.8914561	19.58	10.237	3.217	4.155	9.54	6.508	2.846
18659	-1.9738369	-1.1401392	10.759	12.623	2.539	3.609	8.913	5.965	2.069
18660	-0.36486793	-1.4009182	9.26	13.092	1.573	3.502	7.636	5.161	1.772
18661	-3.740868	-0.9924256	12.774	10.623	3.787	3.761	8.661	5.537	2.406
18662	-2.2072945	-2.4080927	7.203	11.102	4.452	4.285	11.021	6.959	3.142
18663	-6.9539614	5.344841	25.856	10.366	4.321	4.797	13.789	6.693	3.41
18664	-0.60344654	0.07442277	10.913	15.234	1.131	3.744	7.648	6.2	2.021
18665	2.0288053	-2.4089983	6.785	19.476	0.661	3.224	2.368	5.025	1.842
18666	-6.469685	2.3082898	19.248	8.346	3.058	3.825	9.584	5.369	2.25
18667	9.863955	3.8718705	2.276	16.357	0.976	3.514	45.001	9.237	3.754
18668	-2.8740861	-2.6183808	10.448	10.031	3.35	3.586	8.233	4.882	2.398
18669	0.64534473	7.3042755	14.34	13.263	2.662	4.153	14.836	5.514	2.486
18670	-1.2342732	-2.7576776	8.764	10.544	2.073	3.425	7.963	4.494	2.319
18671	-0.026983207	1.3154076	11.796	25.726	1.754	4.414	8.03	5.968	2.364
18672	6.0879045	3.1790512	9.836	20.47	3.144	4.006	17.795	5.795	2.936
18673	-5.8189807	2.3754473	19.044	10.523	4.812	4.198	10.466	6.308	3.142
18674	2.8887842	-1.2323978	4.041	17.593	1.509	3.471	9.755	6.001	2.151
18675	-3.9601128	-2.2033367	11.291	8.035	3.984	3.489	8.366	5.918	2.453
18676	-3.6530979	-0.86077344	12.424	10.741	3.464	4.201	7.037	6.161	2.617
18677	0.020048078	7.178108	18.122	16.298	1.802	4.435	12.141	5.804	1.865
18678	-3.1304026	-2.8975155	10.564	8.807	2.773	3.366	7.28	5.458	2.012
18679	-1.5826756	-3.035455	7.867	10.484	3.534	3.729	8.287	5.664	2.179
18680	-0.5047932	-2.6975563	7.118	12.436	1.176	3.233	8.982	5.673	2.021
18681	3.9663715	6.8092313	13.765	13.556	1.997	4.736	20.167	6.592	3.052
18682	-2.7064772	0.5335792	12.705	13.708	2.352	3.693	9.886	5.513	2.325
18683	0.96485984	0.7090362	7.903	17.5	1.423	4.716	11.518	7.072	2.027
18684	-5.5603204	0.49565104	15.847	8.855	4.734	3.972	8.756	5.264	2.874
18685	-5.217455	2.5353014	18.948	11.416	2.353	3.62	10.054	4.443	2.106
18686	9.93731	4.049913	7.465	12.594	3.485	4.818	45.655	8.37	4.143
18687	-4.062845	0.44408688	14.369	11.836	3.464	4.029	9.1	6.263	2.596
18688	4.1971054	-2.828346	1.852	7.976	0.872	3.787	10.192	5.935	2.038
18689	-2.0621119	0.71102077	12.052	15.213	1.744	3.428	11.06	5.477	2.159
18690	-0.87089556	-2.0520012	9.17	11.956	2.271	3.762	7.632	5.667	2.076
18691	-2.0113976	-1.7645652	9.709	11.651	2.493	3.543	9.201	5.329	2.213
18692	-4.4152794	-1.040422	13.216	9.149	4.06	4.073	9.883	5.985	2.783
18693	-0.2760518	-3.024838	5.821	11.088	2.286	3.554	8.612	5.624	2.302
18694	-3.7397852	1.4206527	15.531	12.328	1.362	3.648	7.974	6.796	2.248
18695	-3.528719	0.58174634	13.657	11.278	1.059	4.252	8.058	5.236	1.822
18696	-5.6782966	-0.73488736	14.54	7.605	2.868	3.641	7.381	5.553	2.298
18697	-2.8302302	-3.842949	10.207	8.125	1.659	2.981	4.87	5.341	1.866
18698	4.852685	-1.5422431	4.554	10.657	1.904	5.372	16.953	8.259	2.724
18699	4.243228	1.0158038	8.987	12.916	3.555	3.539	11.397	5.808	2.547
18700	-4.8109255	0.5668801	15.89	9.802	1.135	4.485	6.352	8.763	3.205
18701	-5.635777	1.1960727	17.092	8.987	4.018	4.225	10.84	5.783	3.2
18702	-2.4326985	-2.1974509	8.822	10.46	2.963	3.568	11.058	5.816	2.301
18703	-1.2200495	-4.0364394	6.875	8.491	1.856	3.769	6.227	5.388	2.083
18704	5.107681	2.293196	10.996	12.11	2.907	4.26	16.151	6.606	2.606
18705	-3.689861	-0.13405804	13.319	11.219	2.241	3.239	5.808	4.589	2.066
18706	-1.0913739	-3.6894255	7.673	9.775	1.607	3.22	6.813	4.381	2.027
18707	-5.125569	-0.106082596	14.527	9.437	3.691	3.748	8.054	5.478	2.436
18708	-4.4593267	2.6532602	17.714	13.862	3.237	4.163	10.158	6.229	2.74
18709	-1.7355716	-2.7392683	7.081	8.588	1.758	3.828	10.667	6.079	1.885
18710	2.1682475	-1.7549013	5.3	13.993	0.95	3.473	7.281	6.313	1.694
18711	-3.2323759	0.31350657	12.972	12.514	2.483	3.689	9.46	5.248	1.958
18712	-0.540632	-2.8959737	4.818	12.353	2.085	3.477	9.783	5.298	2.075
18713	-2.757816	-3.0528498	9.937	8.885	2.135	3.495	7.715	5.412	2.089
18714	0.36793202	0.53998303	7.037	23.261	0.979	3.21	6.47	5.116	1.588
18715	-0.6823569	-2.4393575	9.493	12.108	1.093	2.967	4.98	5.491	1.946
18716	4.486659	-2.111896	3.571	10.757	1.348	3.647	11.815	5.442	2.325
18717	-3.2029028	-2.8975444	10.498	8.723	2.783	3.512	7.279	5.096	2.198
18718	3.8596282	-3.0265186	2.288	9.274	0.834	3.15	7.204	5.15	2.022
18719	-2.1529055	-0.67862684	11.352	13.337	3.074	3.654	8.498	5.391	2.28
18720	-2.6373549	-1.4876283	11.163	10.981	3.169	3.411	7.327	5.787	2.438
18721	0.4344216	0.22075516	8.84	19.984	1.578	3.894	6.695	5.527	2.094
18722	3.4361572	2.7122598	10.026	15.298	1.318	4.213	12.258	5.88	1.761
18723	1.248938	-0.7882667	5.534	18.152	0.682	3.174	6.598	4.541	1.322
18724	-1.8924502	-1.1750245	10.665	12.845	2.308	3.975	8.021	6.376	2.272
18725	-4.3269677	0.93951505	15.35	11.041	1.96	3.316	7.913	5.153	2.082
18726	-4.277323	2.9703796	18.5	14.772	2.811	3.953	10.308	4.668	2.371
18727	8.770239	3.7210107	4.563	19.605	1.388	3.87	33.896	8.891	2.755
18728	-3.546156	1.590996	15.802	13.367	1.04	4.33	7.48	6.671	1.962
18729	-1.3895094	-3.0312748	7.979	9.644	1.691	3.811	8.835	6.521	1.993
18730	-4.8505177	0.1537193	14.36	10.47	4.005	3.657	8.187	5.62	2.6
18731	-4.8697824	4.1949363	22.512	14.552	1.689	4.156	7.949	5.957	2.352
18732	12.210009	3.1870687	12.577	18.843	0.793	3.616	80.17	10.927	2.802
18733	11.242937	3.6455798	0.934	15.972	2.742	5.79	61.547	4.687	5.169
18734	-3.9169943	-2.299	11.404	7.815	3.685	3.908	8.264	5.555	2.374
18735	0.44004357	1.2280235	10.145	21.349	0.84	4.038	7.981	7.055	1.69
18736	-2.7561944	-2.187665	8.418	9.368	4.26	4.079	10.757	7.299	2.925
18737	4.5377913	0.6842524	6.084	12.072	1.189	4.562	12.576	5.349	2.528
18738	-4.114737	0.48550078	14.964	11.877	3.941	4.222	9.367	5.839	2.578
18739	-1.2698597	-2.786793	8.813	10.527	1.57	3.629	6.609	5.338	2.21
18740	-0.12614286	-1.4479892	8.696	13.553	1.212	3.726	7.852	7.411	1.922
18741	2.6969092	-4.1337996	2.295	11.364	0.412	2.131	2.448	3.24	1.077
18742	4.329405	1.6258535	10.292	11.663	1.051	3.828	11.885	6.125	1.788
18743	-2.7970674	1.4052134	14.8	15.171	1.114	3.163	6.728	5.287	1.733
18744	2.4124298	7.8185353	16.975	9.937	2.823	4.057	16.495	7.361	2.261
18745	-2.090256	3.1809084	18.318	18.776	2.074	4.255	10.526	6.299	2.26
18746	-1.5628155	-3.0265949	8.211	10.566	2.858	3.84	7.354	5.893	2.313
18747	-3.6082182	2.7307107	19.266	16.808	2.081	3.443	6.373	4.69	2.154
18748	-1.918751	-1.3214419	9.806	12.411	2.951	4.052	8.292	5.767	2.428
18749	-2.9809315	-1.0231481	11.531	11.956	3.956	3.62	8.452	5.453	2.386
18750	-1.4903973	-1.058375	10.91	12.66	1.728	3.634	6.78	5.212	1.913
18751	0.99551415	-0.48494136	6.354	18.552	1.129	3.365	6.168	5.919	1.903
18752	-0.030094761	-0.8512212	10.072	14.642	3.271	4.305	7.609	5.511	2.258
18753	2.900902	-2.9128692	2.473	19.403	0.511	2.106	3.267	3.497	0.972
18754	-2.0791438	2.7955847	15.941	19.767	1.328	4.632	8.376	6.377	2.9
18755	-4.7343025	4.1228704	23.047	14.034	1.95	4.279	10.381	6.27	2.675
18756	-5.7031403	0.75045544	16.111	9.126	3.458	3.836	7.975	5.586	2.31
18757	-6.8961067	5.987261	28.0	7.573	3.896	4.212	10.505	6.725	2.843
18758	-4.654608	0.15090187	13.849	10.864	4.19	4.402	7.226	6.875	2.914
18759	-6.322693	4.0146832	22.837	11.113	4.875	4.691	10.766	6.428	3.155
18760	-2.4538674	-1.6839962	10.539	10.75	1.94	3.631	7.335	5.55	1.827
18761	2.623366	-2.5930185	3.405	12.656	1.055	2.924	6.181	5.509	1.693
18762	-4.6123548	1.0436039	14.833	11.73	2.858	5.009	8.755	9.092	3.781
18763	3.7322452	-1.7493391	3.365	15.148	1.348	4.124	8.973	5.944	2.28
18764	-3.619798	0.7411033	14.444	12.227	1.899	3.769	8.014	5.122	2.622
18765	-5.3860955	2.8132935	19.935	10.549	0.97	4.266	9.833	5.327	2.158
18766	0.5347873	0.7736903	6.91	22.455	0.975	4.438	10.315	6.162	1.955
18767	-0.11456061	-2.374603	7.12	12.415	1.164	3.615	7.363	5.359	1.513
18768	2.0395987	-2.3955934	5.852	19.036	0.643	3.671	3.058	5.141	1.941
18769	0.8870546	-0.10267649	6.761	19.13	2.218	4.264	7.106	6.484	2.354
18770	1.0661986	-0.081991374	7.115	18.473	0.729	3.92	9.135	5.574	1.937
18771	-4.9249244	3.1386914	20.473	13.225	1.19	3.88	7.599	6.73	2.186
18772	-3.4777741	2.568547	18.403	16.468	1.705	3.33	6.607	4.948	1.86
18773	2.6055117	-3.888688	2.728	12.067	0.418	2.324	4.011	3.0	0.89
18774	-6.0478816	2.3366773	18.733	10.069	3.566	4.332	8.197	6.562	2.667
18775	-6.506151	2.3673267	19.557	7.671	2.908	4.433	10.28	5.975	2.484
18776	2.7747571	-4.0668116	2.628	12.274	0.275	1.6	2.854	2.078	0.598
18777	-2.3500102	-1.875914	10.896	10.451	2.108	3.43	6.253	5.055	2.121
18778	-3.9327006	-2.1824596	11.474	8.324	3.13	4.136	8.415	5.618	2.599
18779	-1.785678	-1.2154303	10.459	12.993	2.25	4.11	7.729	5.864	2.442
18780	-0.5489922	-2.4856212	9.594	11.941	1.236	3.505	4.348	5.337	1.867
18781	-4.465183	-2.4520044	12.404	8.127	2.433	3.605	6.499	5.219	2.281
18782	-0.3026228	-2.6923516	7.913	12.121	1.198	3.392	3.532	5.468	2.049
18783	3.1438825	-1.9187789	2.493	17.201	0.875	4.205	7.135	7.079	1.778
18784	-4.1426406	2.7034044	18.777	14.09	0.927	3.894	6.472	5.589	1.718
18785	-1.0038013	-3.4697487	8.597	9.809	1.334	3.077	5.015	5.395	1.796
18786	-3.9780195	-0.5332152	12.643	10.539	2.844	4.208	6.105	6.123	2.331
18787	3.0217452	-3.728366	2.039	14.742	0.294	1.607	2.143	2.927	0.692
18788	2.9841273	-2.7408392	2.641	16.2	0.61	3.131	5.143	4.891	1.403
18789	-0.6708272	-0.8952694	10.751	13.757	1.073	3.622	4.546	4.952	1.939
18790	-4.03762	0.24878557	14.541	11.879	2.24	4.737	6.451	7.937	3.212
18791	2.5900435	-4.6911	0.847	9.898	0.488	3.256	2.069	5.127	1.845
18792	-4.6383505	1.1030904	15.881	11.225	2.534	4.305	6.546	5.417	2.472
18793	1.7312245	-2.2966082	6.068	16.275	0.722	3.219	2.743	4.744	1.898
18794	1.4580649	-1.5597851	6.625	14.626	0.869	3.706	6.009	7.343	2.518
18795	4.033025	-2.8573413	1.764	8.703	0.646	4.371	8.027	7.667	1.913
18796	2.6848629	-3.9865854	2.389	11.49	0.522	3.333	1.877	4.888	1.649
18797	-1.2015696	1.0008632	11.026	16.738	3.368	4.401	8.151	6.388	2.925
18798	-0.2444209	-1.0462483	9.697	14.059	1.224	3.49	5.283	5.253	2.091
18799	2.1138868	-4.633007	3.34	7.678	0.345	1.762	2.457	2.528	0.659
18800	-3.6673584	-2.4890149	11.912	9.096	3.045	4.226	6.107	6.128	2.311
18801	-1.6115769	-2.5177016	9.723	10.922	1.829	3.675	4.939	5.701	2.21
18802	-0.9366366	-3.4357224	6.234	9.037	1.46	3.888	8.669	6.044	2.151
18803	-4.017795	3.8593006	20.881	18.087	1.287	4.024	7.771	6.337	2.362
18804	2.9415474	-1.3163202	3.829	17.615	1.001	4.098	9.082	7.624	2.256
18805	-3.46752	-3.4869752	11.822	7.605	2.368	3.517	4.657	4.802	2.24
18806	-1.989394	-4.0375667	8.363	7.896	2.457	3.633	4.961	5.917	2.127
18807	-3.63441	-2.7432854	11.104	8.404	3.052	4.343	6.036	6.112	2.399
18808	-4.2276516	-0.20147319	14.111	10.707	2.91	4.459	5.862	6.346	2.57
18809	-5.3896346	1.9541467	17.37	10.168	1.5	3.513	8.789	4.157	1.878
18810	8.982379	4.163668	10.956	17.564	1.646	3.425	35.593	7.229	2.004
18811	3.6046515	-2.0894692	1.624	18.207	0.452	2.964	9.062	4.65	1.665
18812	0.9828313	1.0435904	7.378	17.837	0.632	3.88	13.085	6.722	2.843
18813	-3.6906626	-0.09182784	13.333	11.248	2.632	4.953	8.972	7.19	2.936
18814	-0.12469052	-0.8038992	9.612	15.131	2.519	4.193	5.84	6.454	2.479
18815	-4.833385	0.7301717	14.813	11.231	3.942	5.705	7.175	8.833	3.427
18816	-3.9757922	-0.7223457	12.398	10.349	2.989	4.112	5.234	6.732	2.302
18817	-2.8752952	-1.9158446	9.848	8.263	1.7	4.044	15.573	6.096	2.201
18818	0.033726603	-0.5045354	9.205	15.974	1.807	4.355	6.337	6.957	2.296
18819	-0.35107273	-1.7739941	8.891	12.641	1.47	3.663	6.786	5.883	2.111
18820	-2.7151923	-2.203424	8.102	8.7	4.001	6.926	11.311	11.429	4.68
18821	-4.5840425	-1.8069807	13.453	9.527	1.486	3.435	6.414	4.651	1.938
18822	4.570293	-0.7512901	3.937	15.134	2.648	4.604	13.966	7.162	2.456
18823	0.2649133	0.18374528	8.814	20.651	0.573	3.446	2.596	5.385	2.12
18824	2.7903852	-3.7444186	2.3	13.646	0.448	2.805	2.988	4.576	1.515
18825	-2.825208	-3.246243	10.651	9.089	1.819	3.592	5.306	5.434	1.828
18826	-1.6784592	-2.5609732	10.076	10.463	2.499	3.644	4.417	5.535	2.152
18827	-6.579787	4.6674595	23.326	8.607	2.476	4.165	8.128	6.098	2.503
18828	3.0016637	-3.2482224	2.17	13.05	1.065	3.217	5.474	5.65	1.617
18829	-1.1815691	-3.713571	7.024	9.256	1.984	3.671	6.203	6.086	1.952
18830	-4.790405	4.1316576	21.561	15.038	1.006	3.814	6.781	5.316	2.429
18831	2.6161058	-2.473341	4.42	14.14	0.663	3.563	5.776	5.154	2.048
18832	-1.3372025	-2.654565	9.592	10.356	1.138	3.493	6.288	5.922	1.979
18833	-2.3133392	-3.7166533	9.746	8.804	0.897	3.29	6.842	5.412	1.874
18834	-1.1248286	-4.1654043	6.256	7.271	1.798	3.89	6.017	6.178	1.953
18835	-3.2598574	-0.19129328	13.062	11.896	1.444	4.018	6.211	5.965	2.355
18836	-3.6125903	-2.0860555	12.15	9.886	2.2	3.685	6.149	5.918	1.905
18837	2.8242528	-3.9942362	1.332	13.154	0.369	1.8	3.085	2.955	0.729
18838	3.097848	-2.9318547	2.263	14.427	0.581	2.684	5.868	5.357	1.229
18839	-1.971675	-1.7708802	9.639	10.809	0.85	3.25	11.077	5.443	1.869
18840	2.7886405	-1.936366	3.581	17.278	0.62	4.084	6.083	6.034	1.613
18841	2.6895049	-2.1485734	4.433	13.894	1.499	3.968	7.128	5.565	2.234
18842	-1.7593137	-1.7592597	12.316	10.956	1.799	3.278	4.537	5.507	1.918
18843	2.8810074	-2.0020683	2.91	17.354	1.067	3.898	5.738	5.765	2.158
18844	0.7216354	0.22640833	5.191	22.253	0.777	3.989	6.755	7.786	2.009
18845	0.49521396	0.7485624	8.044	22.032	1.156	4.276	8.773	6.88	2.36
18846	-4.787274	-0.89144564	13.109	9.081	3.042	4.569	6.296	7.38	2.352
18847	2.6011045	-4.6715264	1.066	9.97	0.542	3.552	3.235	4.919	1.534
18848	3.5466182	-2.0167456	4.036	12.253	1.787	4.635	9.331	6.251	2.445
18849	10.7954445	3.7325625	3.272	16.862	0.548	3.615	56.215	9.369	2.481
18850	2.6727593	-2.7540343	3.225	12.133	0.71	3.789	5.292	6.232	2.149
18851	6.1459913	3.0943205	6.385	15.751	0.856	3.207	18.773	6.342	1.801
18852	2.4617019	-4.4021816	2.594	9.398	0.57	2.441	5.837	4.623	1.178
18853	-0.4011534	-2.4964488	9.618	11.601	0.619	3.218	3.382	5.303	1.857
18854	-0.87807345	-3.450039	6.185	8.237	0.757	4.103	9.596	6.189	1.707
18855	-1.086869	-2.077728	9.395	11.484	1.893	3.464	6.272	5.594	1.832
18856	-3.107895	1.0600113	13.604	13.578	1.421	3.735	4.818	5.736	2.034
18857	-2.1835709	-1.5085229	10.877	11.171	1.717	3.618	10.177	5.912	2.195
18858	-4.3078804	1.4324008	16.533	12.603	2.039	4.657	8.12	7.451	2.59
18859	-1.9980786	-1.5405116	10.592	11.276	1.175	3.04	8.836	5.448	1.924
18860	1.9426105	2.935316	10.38	16.185	1.519	4.188	11.034	9.155	1.967
18861	-4.852014	0.7711701	15.538	10.632	2.791	4.335	5.406	6.641	2.22
18862	3.64673	-2.4779022	0.457	13.336	0.751	4.455	6.807	6.384	2.409
18863	-4.7383685	2.9249947	19.241	12.984	2.027	4.068	10.471	5.743	2.615
18864	2.2306843	-2.4956002	5.287	19.638	0.495	2.989	3.793	4.748	1.698
18865	8.660137	3.6697814	1.709	19.231	0.634	3.568	34.139	7.142	2.447
18866	-2.2413323	-3.079607	10.234	9.69	1.187	3.18	5.756	5.249	1.605
18867	12.425388	3.0055532	7.628	13.2	0.585	3.733	87.666	11.049	2.145
18868	-3.1371706	1.5161909	15.656	14.713	1.135	3.611	5.261	5.273	2.645
18869	2.2326312	-2.4494705	5.255	20.043	0.923	3.184	3.494	4.968	1.602
18870	-5.88549	2.8182187	19.061	11.733	3.708	5.052	6.175	8.231	3.078
18871	-5.9051976	4.1963263	21.908	11.207	1.722	3.981	7.352	4.59	2.537
18872	-5.7189274	0.8126699	15.913	8.35	2.412	4.228	9.669	6.159	2.497
18873	2.592143	-4.493473	1.437	9.652	0.286	1.799	2.67	2.857	0.671
18874	0.6106627	-3.3564532	5.911	11.609	1.115	3.476	3.258	4.693	1.765
18875	7.244114	3.1444075	1.081	12.651	1.601	5.041	19.662	6.164	2.672
18876	-0.6374988	-0.030386835	11.126	15.915	0.702	2.883	6.363	4.778	1.604
18877	-4.479393	2.9445176	19.194	15.042	2.534	4.722	8.247	7.376	2.795
18878	-1.8363625	-4.0232635	7.93	7.551	2.262	3.777	6.403	5.927	1.961
18879	-2.650766	-1.4102875	10.496	12.098	2.973	4.975	7.035	6.927	2.632
18880	11.274408	3.6318028	0.422	16.198	0.323	2.096	62.4	11.508	1.107
18881	-3.7029335	-2.5211594	11.052	9.012	2.972	4.048	7.247	6.184	2.067
18882	0.85241187	1.42577	8.298	18.966	1.074	3.913	16.209	6.836	2.405
18883	6.251146	2.6931474	3.523	15.769	0.629	3.245	17.178	5.416	2.398
18884	-2.7836514	-2.948197	10.551	9.268	1.082	3.906	7.75	5.932	2.589
18885	-2.8339252	-3.4951184	9.362	7.444	2.562	4.822	6.086	6.401	2.309
18886	0.5849598	0.5207454	6.531	22.831	1.193	4.915	7.765	8.855	2.213
18887	11.32955	3.728413	2.427	12.323	0.392	2.064	61.245	10.264	1.911
18888	-6.151924	4.650967	23.594	11.11	1.923	4.39	5.326	5.984	2.336
18889	3.0351822	-2.9422083	2.62	14.54	0.822	2.948	5.132	4.766	1.56
18890	-6.5634913	3.0559614	20.32	8.853	3.58	4.992	9.835	6.759	2.933
18891	3.0797932	-3.9392908	0.482	10.897	0.711	3.75	6.225	5.567	2.137
18892	-3.9803839	-0.53030884	12.814	10.447	2.527	4.332	6.482	5.75	2.377
18893	10.06455	4.0918245	10.797	11.618	0.74	3.337	47.852	10.075	3.304
18894	11.993755	3.3748574	3.423	21.828	0.482	2.636	71.15	12.795	1.962
18895	4.2188077	-2.1194634	0.553	13.881	0.574	3.924	10.104	6.07	2.246
18896	-6.3880954	1.9101558	18.816	8.222	2.863	4.831	5.122	6.363	2.715
18897	2.882725	-1.1958085	3.904	17.221	0.669	3.581	9.883	5.317	2.309
18898	2.498206	-4.6853085	2.571	9.075	0.492	3.065	3.029	4.815	1.476
18899	-3.472692	1.4134738	15.567	12.8	2.065	3.906	4.716	6.007	2.291
18900	-2.729788	-3.6300497	9.625	8.242	1.878	3.884	6.427	5.474	2.086
18901	2.7033274	-2.5047803	3.474	12.896	1.46	3.916	6.156	5.93	2.139
18902	2.3939168	-2.600198	4.995	11.259	0.879	2.79	6.638	5.8	1.626
18903	2.3750312	-4.682899	2.237	8.443	0.623	2.238	3.648	3.463	1.088
18904	-3.0987344	-1.6682167	10.967	10.643	2.852	4.272	8.082	6.878	2.308
18905	-3.5489914	0.74618244	14.225	12.013	1.278	3.938	7.618	5.397	2.042
18906	0.39197233	0.7861251	8.195	23.57	0.753	4.075	7.642	6.927	1.663
18907	0.8920507	-0.5537635	7.26	17.674	0.725	2.844	5.742	4.253	1.936
18908	1.3413438	-0.37872496	6.517	17.201	1.403	3.916	8.711	5.758	2.203
18909	-1.3578832	-4.413674	8.441	7.339	0.573	2.429	5.79	3.596	1.662
18910	-5.7020493	1.3463622	17.781	9.398	3.491	5.246	9.434	9.08	3.245
18911	10.43506	3.8185084	1.837	15.095	0.308	2.676	50.719	11.294	1.744
18912	-1.1743425	0.058941774	12.655	14.431	1.441	3.665	5.181	5.452	2.031
18913	-0.47000378	-3.850099	4.999	9.332	0.636	3.175	7.568	5.126	2.001
18914	-0.472568	0.48582688	11.423	17.615	0.812	3.672	5.731	6.366	1.946
18915	-3.690004	-2.7230074	11.067	8.803	2.087	4.001	6.302	6.603	2.454
18916	8.38849	3.6325943	0.763	16.222	0.475	3.734	31.836	9.001	3.18
18917	-0.3444057	-1.7596862	8.789	12.765	1.302	3.677	6.554	5.339	2.273
18918	0.9833806	1.2187854	8.677	17.681	0.91	4.253	12.963	7.352	1.847
18919	2.4498572	-3.0839748	4.455	11.555	0.434	2.619	5.6	4.242	0.859
18920	-5.1200347	2.7409008	19.637	11.648	1.77	4.135	5.371	6.068	2.635
18921	-0.52708	-4.5103908	5.794	7.388	1.11	3.561	3.766	5.676	1.787
18922	-4.550192	1.2932322	16.148	11.578	2.673	4.005	5.899	5.923	2.399
18923	-2.6801996	1.1874985	14.532	14.579	1.952	4.189	9.187	6.126	2.376
18924	-1.7462654	-2.4374936	10.021	11.093	2.928	3.911	5.28	6.061	2.263
18925	3.6686192	-2.3113754	0.42	14.684	0.66	3.67	7.831	6.077	1.986
18926	0.99755275	-2.7294922	6.086	12.445	0.786	3.414	5.637	5.07	2.036
18927	0.63898295	-2.325152	7.537	12.874	0.766	3.368	5.649	6.008	1.84
18928	-5.302894	0.6393718	15.751	9.811	3.171	4.201	8.973	5.975	2.307
18929	2.7362897	-4.5307064	1.181	8.968	0.56	3.517	4.93	4.727	1.507
18930	-1.4333549	-0.5732538	11.453	13.336	1.566	4.113	5.518	5.8	2.467
18931	-4.497572	1.0178096	15.964	10.062	1.47	3.324	5.427	5.387	1.941
18932	6.586127	3.119587	7.645	24.478	0.801	4.268	20.675	5.789	2.271
18933	9.790582	3.932851	0.261	12.157	0.559	3.587	44.688	6.094	2.146
18934	2.319359	-4.6767497	3.827	7.464	0.469	2.777	2.461	4.624	1.524
18935	-1.8991737	1.6447067	15.866	17.897	1.918	3.99	5.56	6.008	2.389
18936	-3.634975	-1.8121269	11.664	9.603	3.205	4.411	8.085	6.896	2.64
18937	4.8822193	-1.4116857	4.667	12.837	0.834	3.81	15.21	6.014	2.338
18938	0.46874052	1.1193236	9.178	20.992	0.812	4.425	9.695	6.87	2.942
18939	3.817605	-2.0088537	1.947	17.245	0.695	3.592	10.6	6.155	2.097
18940	-2.9945533	-3.3113515	11.244	8.82	1.468	3.08	5.126	4.701	1.621
18941	8.845225	3.672666	2.075	18.641	0.465	4.376	36.77	8.344	2.931
18942	2.3990674	-4.5521135	2.946	8.844	0.692	2.895	4.357	4.742	1.607
18943	3.4286246	-2.3235059	2.426	16.284	0.596	2.563	7.336	4.026	1.511
18944	-6.548582	5.8757553	27.676	12.098	3.452	5.015	8.161	7.421	3.183
18945	-1.1236867	-3.6183147	6.432	9.848	2.457	3.766	6.068	5.787	1.92
18946	-1.5742044	-2.627966	7.528	9.694	1.223	4.112	11.076	6.188	2.127
18947	10.509833	3.8742404	4.498	12.286	0.843	4.265	54.309	14.051	2.855
18948	-0.67397106	-3.9493945	4.669	8.093	1.032	3.393	7.48	6.021	2.023
18949	-3.006057	-3.777864	10.593	7.626	1.55	3.762	4.363	5.331	2.189
18950	-4.4277525	-2.573449	12.158	8.108	2.391	3.756	5.713	5.432	1.963
18951	-5.547975	4.5908585	23.247	14.375	1.776	4.164	6.424	5.46	2.608
18952	-4.4781	-1.0537063	12.846	9.734	3.023	4.338	7.164	6.94	2.314
18953	0.8674613	-0.028860068	6.702	19.45	1.276	3.475	7.795	6.077	1.85
18954	7.007931	3.0056903	0.229	16.818	0.914	3.678	19.602	5.146	1.999
18955	-1.1517732	-4.4479394	7.78	7.78	1.305	2.933	4.528	5.141	1.786
18956	-3.9517372	0.13564156	14.451	11.14	1.12	4.52	6.251	7.838	2.759
18957	6.591869	2.7165673	0.85	16.329	1.258	4.2	15.063	7.371	2.31
18958	1.400929	-3.3303454	8.307	10.381	0.57	1.727	2.35	2.463	0.754
18959	3.0478585	-2.1692429	3.571	15.163	1.195	3.327	7.027	5.622	1.668
18960	-2.2649193	-3.6892657	9.507	8.938	0.686	3.171	4.813	5.129	1.798
18961	0.6577007	1.4632273	8.261	21.68	1.307	4.094	14.551	5.348	2.707
